 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100
Time(s)/Cell Status, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided
14.4942,-3764.612,-4486.408,9587.218,2235.03,-1028.895,576.9173,-1726.643,10527.86,635.7982,-3369.926,669.7159,-2429.533,-741.1345,-1176.665,-116.9793,-1207.89,-1151.751,1209.419,28857.91,-1162.549,-1655.16,-448.4064,159.768,6858.169,-2562.688,-388.6219,1228.82,-1059.064,-1325.378,-4526.8,24.89366,444.4905,-2782.742,2163.258,-4305.421,-2648.395,-4202.375,-2768.403,-2014.463,6324.871,-3492.405,-2917.262,-1357.313,-1026.495,-956.5281,-880.7675,6631.503,1187.887,-7092.11,488.0094,1984.56,2699.845,-1592.838,-561.0656,1490.354,-345.6394,17726.05,-2640.351,-1792.463,95.80318,-2788.857,7454.978,-169.8148,-1289.419,497.057,-214.5114,-326.2903,-2745.426,-2139.63,1130.809,12198.85,2824.075,-3167.027,701.0988,-802.0831,220.5549,-235.4167,-1101.209,-3900.056,328.8656,654.7454,2143.969,-3845.278,-1081.861,2850.651,-3529.683,-3335.393,8574.47,-1447.5,676.7053,-2479.092,-1601.746,2142.375,-1665.588,-7.815205,4303.67,7149.803,-1181.138,-2072.827,3162.914,-1818.675
14.59416,-4586.915,-3186.219,10085.3,1414.665,-247.5499,718.0107,-2020.177,13036.11,-1982.099,-2256.87,1546.317,-1136.922,566.1569,-713.9512,588.3401,452.7552,-2174.256,890.4131,22602.71,-2533.277,-2354.834,-1297.187,-2430.624,5741.76,-1352.615,-3251.991,2626.432,-1832.052,-1333.079,-1391.206,-541.9701,-1161.742,-4549.12,1242.553,-1666.669,-1850.832,-4255.584,-434.404,-1247.35,5154.182,-2254.522,-2112.253,1517.519,368.5863,-3923.16,165.5507,7112.799,2805.281,-7062.795,146.074,-1351.569,1408.124,509.0544,-348.6463,-896.2831,-1631.806,20500.38,-1796.029,-843.3034,-960.4819,-1067.481,6503.054,-363.667,267.4179,-2879.988,607.4073,-179.2484,-750.624,-607.9479,-264.0033,10519.19,3651.381,-733.2736,-969.5228,-1749.907,-1609.47,-754.3549,-1547.164,-2401.369,-952.4357,-535.2467,-198.6672,-4335.632,435.8331,3973.11,-3193.448,-4927.563,8410.634,-2309.782,-130.5288,-2323.451,249.531,6462.594,-2002.55,-13.98754,7983.879,5368.054,548.0428,-3061.917,3148.796,-1352.625
14.69412,-3964.414,-3317.26,7625.125,1444.634,-249.6172,476.174,430.7148,9250.402,-1502.729,-2577.56,1634.922,-3227.648,-1725.605,-1447.858,494.5828,-1194.771,-1500.849,-929.7361,24330.73,-1901.313,-2882.208,-1189.336,-1082.274,6263.752,-1879.816,-1406.375,4746.906,-3377.724,-1691.41,-4324.272,1766.688,-440.2506,-3849.383,1367.036,-4190.146,-1549.261,-3849.819,-989.4889,-3151.101,3645.148,-1512.431,-2438.364,1697.965,-302.7131,-3016.84,-15.46209,4901.899,2322.322,-4950.327,2712.002,-179.4247,2885.815,-3404.06,-1292.896,2349.387,-173.8568,18273.64,-781.7733,-1256.794,-1571.357,-1762.783,4603.776,-310.6987,513.0898,-1362.084,-3481.523,-398.5352,-3892.898,-1670.492,-1585.685,15568.47,2650.854,-627.6251,-879.4135,256.8122,-336.281,-442.5602,-1984.594,-2947.895,-280.8618,-1392.985,1220.191,-3933.026,-1757.728,5780.93,-2194.693,-3580.45,6679.198,-393.23,1151.61,-173.0198,-2096.4,5040.974,-660.4329,-2125.659,7495.496,6278.31,-1495.399,-223.2537,3267.743,-909.5032
14.79408,-2264.282,-3297.963,7140.15,1593.538,-153.0782,880.7874,2337.765,12727.86,-1383.854,-1869.46,60.30062,-2822.493,-1907.164,-118.9899,-495.545,1606.25,-1372.229,-227.4288,19426.97,169.0009,-67.09811,-1462.246,-2806.421,7335.667,-1824.782,-549.4902,4039.13,-3700.675,-699.1218,-2563.828,911.9257,-756.3696,-2749.566,2161.752,-2690.722,-2271.082,-3642.679,-972.6443,-2914.563,4059.03,-3618.078,-4281.435,2001.352,-1683.902,-2610.41,694.5509,3839.039,1648.037,-6014.199,-72.82306,1444.651,288.8383,-2431.42,-317.5067,1980.984,-393.0804,19725.99,-1581.208,-1057.553,-476.8722,-537.3711,3146.315,1064.072,244.8222,-4045.014,-2051.26,-40.91375,-2548.105,1139.685,-644.2869,14866.25,3064.315,798.654,853.0786,-1090.876,-223.2644,-873.0687,-974.5919,-2302.578,-92.17163,-969.4454,635.1208,-3145.194,-2586.702,3335.254,-1920.068,-4685.851,7713.399,-1147.162,-1863.646,-2044.021,-1861.285,6998.187,-1995.3,-671.0117,7271.755,2793.79,1207.903,-312.3442,6147.488,623.6344
14.89404,-2480.196,-2921.506,6737.855,715.3179,-937.1352,524.4909,-832.2738,12860.45,-2477.938,-448.6839,1660.076,-1170.695,-2837.66,437.3328,-904.698,515.329,-2032.956,2449.563,20652.36,-2637.487,-1706.471,-1389.121,-1069.03,4681.898,-722.4765,-404.1803,2530.228,-4423.377,-2544.583,-1027.599,-304.8307,-1271.546,-5012.574,943.4982,-2361.581,-1112.679,-5146.049,-1340.059,-2908.862,526.4265,-3270.164,-1682.531,1947.177,-1550.214,-3291.707,966.3491,3930.477,3165.564,-6011.506,18.37331,223.9491,235.0145,-1879.893,-446.6697,1079.808,-55.37219,18984.85,-2525.265,-2575.872,549.0167,-124.7951,2355.498,-1088.334,-1399.568,-4811.179,-2442.262,-656.2279,-1151.148,231.7427,-1703.339,12249.1,2916.287,-1098.253,1500.588,-1466.252,-2548.449,-1983.11,-2189.698,-46.46598,-475.473,-1822.769,699.8089,-3199.244,232.961,1418.275,-1875.536,-4297.433,4179.417,-1248.339,-813.3427,-2617.161,-3118.64,6491.588,-1544.644,-871.6587,5410.634,3457.271,-86.16888,-596.6356,4774.41,-1500.6
14.994,-2969.841,-4021.562,6994.307,-1088.497,-960.7023,-1650.452,-1032.128,11056.64,-2590.768,-2439.831,1634.776,-1840.42,-346.0309,-379.0234,-535.3182,-366.624,-2175.637,195.385,19085.67,-2810.684,-727.9221,966.8998,374.3547,7093.844,-1289.668,-1430.683,1753.244,-4022.156,-871.6146,-3827.436,-1023.943,-2723.105,-5512.392,2508.926,-2146.605,-975.413,-4831.375,-1121.937,-2530.413,470.0341,-2945.658,-3386.7,-1896.675,-1163.343,-2549.089,-1265.706,4294.067,1276.19,-7536.819,-486.9731,2413.619,1565.362,-673.2862,-887.8884,201.9801,-569.9927,18467.89,-1140.515,-3037.953,-794.3173,-1846.368,3974.016,-872.8279,-793.4614,-2901.605,301.7882,-179.0135,-1122.526,7.341117,948.1499,11410.6,2065.95,-1179.926,-523.8364,627.4216,-2248.758,-541.625,-1390.482,-2157.977,-4003.537,443.9641,-814.7632,-5830.178,-247.0428,2066.117,-2384.755,-2240.243,6894.236,-1336.05,425.6619,-250.2261,-3482.57,4356.082,-810.0181,-876.4579,6902.349,1219.728,-634.3826,-835.9719,2710.645,-2325.759
15.09396,-3832.451,-3374.567,4867.153,1284.475,-685.6901,-596.0062,-395.0246,9229.339,-1097.552,-1435.423,252.3551,-1951.005,-618.6108,-319.2899,-1108.503,-33.2322,-1122.595,639.2031,20530.85,-1923.649,-1527.926,484.4958,-119.7458,5759.808,-1643.961,-469.5007,464.018,-4445.455,-1019.893,-2146.109,-2052.109,-1702.304,-4540.507,2195.49,-2517.674,-2517.705,-3869.433,-1039.965,-1983.606,-411.6749,-1530.108,-1389.601,-1647.828,-803.2155,-3639.482,177.6524,5329.09,2043.469,-7841.687,-1264.063,-239.1323,-1747.55,-1497.195,-555.0806,746.2836,305.7894,18756.78,118.7956,-1467.085,189.5681,-968.2386,3164.793,188.0926,-1264.631,-1689.353,958.9542,-1437.514,-1518.38,-261.1624,-2184.401,9950.396,3809.162,899.3535,-963.1841,-702.1023,-3465.306,-930.0359,235.5027,199.714,-471.2428,-1163.254,-2745.266,-3705.368,-433.9278,920.194,-3196.011,-4051.463,4186.146,-2213.625,-566.5906,-1018.204,-2023.152,3176.043,110.3628,-1191.309,9444.554,2146.856,-1236.881,-723.6736,1328.397,-1880.526
15.19392,-3401.346,-3809.744,4905.219,1769.356,633.6104,-1119.913,-207.5095,8339.621,-2168.913,-1231.207,457.5685,-625.2272,-1831.01,-535.5164,-2377.971,-442.7865,-3450.365,1216.66,19776.76,-1998.644,-1525.852,-955.3196,-985.732,6513.319,-602.1931,-692.6615,1986.832,-2559.223,-749.4658,-1051.244,-2089.416,-1464.734,-2642.348,1593.458,-2977.769,-1479.419,-5602.452,-3030.936,-1081.485,2874.426,-1331.349,-1956.712,187.16,223.1354,-2406.875,389.4275,6536.775,3006.205,-5842.14,632.4623,-1417.914,2062.959,-2354.143,-1257.779,136.4861,-2967.709,17567.95,-1889.873,-3134.11,-1933.486,-2666.645,4464.356,-453.0638,-1251.474,-977.1459,-1425.889,-1028.112,-162.4431,1226.096,427.3937,8602.176,1095.129,-2174.818,-1531.3,-1337.405,-3140.297,-1542.602,-1489.957,-1609.172,293.9864,-1968.919,977.7461,-3677.771,-2112.065,1829.015,-4105.896,-3109.419,4627.786,-1496.519,-1107.928,-1171.17,-2935.794,2554.258,-1109.936,185.531,7114.478,2075.7,815.0917,-860.345,1099.686,717.1312
15.29388,-3260.169,-3477.203,4272.413,-54.12841,-276.9561,349.5737,-204.9996,8045.002,-1436.102,-1630.016,526.9075,-571.8333,-2929.724,2.010074,-3.743472,-588.6326,-1616.775,100.3525,19011.62,-2346.82,-2592.496,-343.0383,-2475.78,3184.4,-1665.938,-1371.883,2823.433,-3113.979,-179.9868,-2061.843,-775.0461,31.27701,-466.2961,1707.283,-3230.06,-2152.797,-4654.892,-2459.564,-993.1918,3328.664,-1115.071,-3897.475,177.7557,-1700.404,-3915.06,-563.2446,3183.759,3483.827,-5073.047,-490.9637,-1517.669,1261.175,-844.4604,-1162.718,433.1078,1461.091,18964.46,-3639.536,-1507.148,-1075.443,-2675.979,3776.195,1471.507,-1305.948,-4270.029,-1356.736,-258.9083,-1043.318,2768.166,812.8828,9822.654,2550.444,-2268.436,813.5655,-544.3582,-1528.556,-1169.557,356.1513,-1557.994,-269.8783,-1010.498,-2586.927,-3250.633,-391.5654,2379.791,-4251.576,-1235.915,4859.946,-1173.515,214.8935,-553.6047,-2045.592,2299.631,-641.1228,-1284.447,8015.583,26.04967,-1203.923,518.0656,1666.59,-656.967
15.39384,-2526.756,-4090.401,4840.321,-62.31079,687.0005,2094.482,-963.2327,7985.078,-2333.083,-313.675,591.9797,-2700.926,-4188.433,-313.5553,-183.352,-2012.022,-1639.925,987.9683,15742.7,-72.34107,-1811.892,-299.337,-2282.898,4100.023,-1899.675,-1033.993,3821.794,-2644.622,-1666.722,-1317.312,395.139,-871.4555,-3138.942,1666.776,-2519.133,-60.25683,-4774.833,-1709.748,-1364.211,3842.846,-2869.026,-2446.409,-130.2754,-2453.295,-3429.25,1449.21,4221.689,5175.649,-4782.997,-302.4712,-683.0927,287.8479,-2189.24,-1424.023,-1074.448,-1522.294,16015.11,-137.2231,-2706.976,234.7177,-1174.016,1433.032,-665.4728,-483.7916,-1773.497,422.6295,-1004.443,712.2234,-505.2356,405.1908,9582.272,2207.39,-2429.146,414.4653,-1373.151,-511.5812,-1438.583,1073.078,-258.5523,-516.2668,-1397.421,-644.3016,-3650.047,-690.6624,2505.48,-1452.469,-3869.679,3189.354,1140.383,-431.8337,-342.0098,-1757.76,3431.63,-1159.947,-434.3267,7971.102,4438.55,-1774.063,-1895.75,1858.938,-2426.163
15.4938,-965.4172,-4592.066,3680.359,-2620.376,956.7991,167.5415,-864.9514,6410.331,-266.0889,-3467.906,1113.131,-1750.72,-940.2083,-407.3607,-844.1889,692.767,-1982.264,-2686.669,13488.62,-714.2557,-1513.025,49.71573,-2696.025,3982.997,-2315.934,-830.1403,1189.249,-4472.813,-1091.394,-1830.478,-944.3425,-1759.479,-2955.722,463.2682,-3826.246,-1898.165,-3308.911,-189.595,-2856.198,717.6971,-1544.156,-2481.094,1129.775,-1728.035,-4513.377,909.8819,1965.456,3936.722,-2725.955,-1650.524,-1118.865,625.5299,-3019.065,-1920.835,141.8412,-762.9973,17279.11,-796.4055,-1324.601,-211.437,911.0227,1613.859,49.16148,-1106.799,-2532.017,-327.3631,-1550.703,405.1446,553.1064,169.0607,8729.654,2585.515,-133.3749,-266.6308,-2047.424,605.1505,394.358,-1045.026,-2322.461,-149.3495,-1682.774,-490.996,-4356.218,-1511.626,-801.8102,-3442.802,-2298.609,2771.942,1284.663,1.156309,-1546.363,-2515.07,2040.444,-1170.511,-994.545,6533.444,3813.245,-2019.059,-243.0846,762.0352,-891.8423
15.59376,870.5612,-4186.819,2731.393,-2550.645,-430.2831,-36.81678,-282.856,7290.309,-371.9207,-879.3856,755.6876,-2568.01,-1880.177,233.4486,-1231.897,-834.6736,-1956.6,629.6572,15179.75,-10.68979,-888.1511,-1030.43,-2226.825,5414.272,415.2907,-304.2859,333.2196,-3641.776,-2331.518,-3881.029,-467.7892,-754.6054,-5948.131,2094.344,-3653.231,-1282.343,-3730.136,-355.3232,-4127.468,-346.7343,-1752.454,-989.4024,-575.3956,-2042.696,-3350.924,872.0045,1130.18,917.399,-3326.131,-3966.497,-1718.173,510.3517,-2335.833,35.81795,-735.1072,-1366.144,15510.96,-530.9901,-2192.57,-1144.007,-665.4086,-403.4167,-773.549,-530.7895,-3708.158,938.0992,-793.8131,-1028.236,-1859.905,1049.608,9972.334,1541.89,-1641.638,777.8262,-1856.747,-361.8221,-928.2603,-432.7231,-8.044045,194.197,-1029.911,924.1007,-2796.918,-632.9943,-862.3281,-2889.018,-2959.063,2584.159,1705.541,-842.2336,-1253.893,-2064.784,3057.13,125.9504,549.6112,6118.705,2277.26,-1473.41,-2279.005,1634.249,-2653.697
15.69372,1140.214,-4058.977,2187.052,-1867.327,-104.7842,911.908,428.528,5264.596,-248.4242,-1768.792,746.9966,-1143.932,-1929.066,845.0356,-794.4238,-819.1721,-45.54889,309.3406,13630.79,-2813.768,-1124.922,-944.397,-222.8726,4339.679,-2539.999,-321.4084,2179.042,-548.4976,-2313.878,-2599.316,-275.9351,-1138.491,-4350.362,1486.443,-2575.671,-2613.509,-3926.677,-305.9059,-3338.065,433.1858,-2414.333,-2806.762,-359.6295,-4502.323,-4027.617,1083.691,2105.996,1796.206,-4961.527,-470.5383,329.1055,1284.983,-2388.229,-722.2823,-295.4983,-2480.6,15385.62,-1191.057,-1425.554,473.9742,-1816.992,-785.9834,1093.098,-75.98068,-3148.264,900.7487,-783.2,42.4706,-2017.247,115.9601,6869.333,2837.033,-1388.147,1149.31,-440.891,-603.3215,-1493.737,-2277.677,549.3024,-738.6676,-1283.292,2106.816,-3918.77,-2736.785,-891.4845,-4572.123,-4737.955,487.4633,1440.538,-982.2359,-2734.04,-2173.376,1862.891,1640.156,-830.4219,2811.474,2288.253,-1099.277,201.1884,-66.85809,-2599.199
15.79368,2077.224,-3707.997,790.4353,-3733.703,-1209.432,689.5699,-545.6777,5772.999,-1081.718,-3252.343,227.7094,-1227.733,-2146.667,505.6812,-723.9543,-706.7107,-2717.529,-1358.593,10567.26,-2299.995,-406.6497,329.3665,-728.4489,3924.801,-2557.862,-3787.094,580.5334,-2703.295,-1698.541,43.97943,78.02832,-480.5528,-4657.877,1175.01,-2468.034,-1291.258,-3205.461,-1740.258,-2404.551,-2313.725,-1395.637,-431.262,-1634.037,-865.1506,-3356.499,-501.2328,1707.14,-1368.573,-4026.112,-1695.763,-1945.462,1515.626,-2130.562,-557.878,387.8449,-1067.317,13362.43,-1396.328,-2028.142,-179.3171,-1911.463,-290.0341,3078.985,-2389.734,-1521.164,1138.149,506.2617,-302.6705,-1021.324,1010.746,5986.545,2656.695,686.2949,1404.958,-1443.345,-1429.625,106.617,342.6062,-1977.404,-74.56635,-2189.112,-296.3362,-4918.406,-3036.088,-2874.497,-2457.916,-3429.708,2212.829,4767.028,-357.7379,-1143.675,-1513.481,-1813.064,2788.124,-250.3685,3006.556,2004.241,1231.314,1076.82,1114.452,-1500.539
15.89364,1201.917,-3757.995,2468.063,-2479.184,-1114.034,404.0838,-1457.371,3232.017,-152.1351,-1116.359,153.6509,-754.4816,-986.6735,2042.148,1279.158,328.6278,-3048.195,545.9945,8781.44,-484.1254,-1162.087,-26.38663,-851.5217,6119.655,-3519.316,-2154.016,-211.0854,-2734.991,-300.8105,-1505.946,-2959.381,-1966.592,-3756.558,1652.3,-3448.931,-964.8688,-2890.377,-2526.284,-1420.793,37.32077,-1484.134,-1535.303,422.4677,-947.1926,-2023.46,1242.072,4143.625,-990.9693,-4596.119,-1599.858,-1345.435,1029.983,-1536.603,-2002.089,-153.3917,-2975.36,10262.25,-1749.384,-1076.136,-328.5253,-391.3782,749.3515,1213.151,-2378.506,-3077.749,-136.1828,278.015,926.7606,-1445.543,-358.2122,4596.214,4852.072,-231.7925,52.10116,661.3806,1.357142,333.2826,-28.8546,-1517.708,-1327.529,58.44471,1884.791,-3177.21,-2183.939,-1927.568,-3885.616,-1396.649,859.4528,6613.747,703.8335,-685.3028,-982.1395,-1729.672,29.38064,1122.801,2911.956,2070.025,448.7098,-76.33594,-1691.395,-2884.978
15.9936,-618.5952,-4374.221,2335.486,-1557.252,-448.6223,-486.669,-69.92971,4428.429,363.9797,-2591.002,-556.6296,-2261.974,-1039.862,-1221.507,2392.884,-346.7262,-2130.872,144.3966,5818.497,-1781.328,-1166.419,855.8256,-718.9428,5916.997,-876.5601,-1485.893,-286.6604,-2254.942,-516.4345,-2709.819,-1481.898,-1867.488,-2609.306,2391.325,-2443.577,-616.8844,-5631.321,-1817.901,-1530.544,-573.9102,-1705.799,-1068.417,-1136.094,-1653.386,-3708.353,-723.1719,5081.757,-51.33481,-5341.111,343.9442,-403.8289,2165.828,-2981.551,-1940.963,-1260.841,-1178.062,9620.324,-2154.777,-3100.763,-2498.612,-1472.49,318.1518,368.0087,-2377.861,-1653.105,-1484.827,-989.9493,1866.796,-2307.306,-29.10062,6082.811,2422.32,53.20562,-302.2518,1295.671,-1279.598,-174.6155,1786.112,-1308.023,-1466.51,-32.56823,824.5282,-3372.473,-3602.927,-3564.168,-3328.272,-1063.707,610.1847,5984.597,1517.902,-2661.101,-2362.86,60.88316,927.0879,-319.3801,1889.194,2669.999,-188.5395,263.7625,-1447.132,-1610.049
16.09356,2000.331,-3689.221,852.4077,-628.1332,-1247.593,-383.2816,-1842.361,4318.596,-745.8484,-4416.043,-762.0408,-1572.743,-43.36463,205.3646,1151.855,-264.9242,-708.0466,-111.6896,6504.629,-1461.61,-2903.169,1899.767,1176.844,4419.305,-1315.758,-606.7155,1175.198,-282.2728,-1474.404,-341.6693,-2588.499,250.386,-5862.99,3645.215,-2045.116,-977.5677,-4351.428,-2455.996,-1517.83,1390.793,-864.9526,-1404.008,-741.0054,1179.261,-3003.161,-501.4552,2433.36,-2195.167,-3928.279,-2000.036,-58.57788,3222.14,-1287.509,-1707.67,384.7983,-1482.413,7897.525,-699.3507,-2899.529,1603.555,-1519.202,-1008.744,-785.16,-1435.919,-1630.286,-107.1593,117.7381,2467.511,604.8134,-218.257,3320.571,6385.729,-581.4453,188.0852,-106.2465,-1332.811,2553.957,-360.8509,-1321.27,-320.9221,-1314.081,1953.018,-4701.431,-1886.428,-3361.014,-2265.975,-839.8756,1302.8,9111.004,1178.722,-3046.003,-118.4118,-2024.076,1750.045,419.1103,901.927,1666.019,423.2479,830.8566,-1705.101,-1595.071
16.19352,-708.1079,-4749.462,3123.689,-8.683238,-527.5775,-2384.647,-665.4368,3871.015,-683.0765,-1613.669,232.0434,-2219.238,-2299.955,1786.311,1799.826,-849.8648,671.3405,-131.8129,4664.36,-3204.402,-2078.774,431.0187,1352.904,6933.817,-1481.378,-504.799,233.6521,-908.0721,-1125.329,-548.8293,-1343.631,-537.3039,-3431.039,3136.092,545.117,-2341.872,-3608.997,-548.883,119.5303,-2326.606,-1721.34,-3192.54,-1435.325,-338.2491,-563.8135,-1468.83,4494.068,-558.306,-4390.558,2832.839,87.95752,312.3924,-2181.401,-1682.669,132.5817,-358.4354,7076.756,2017.236,-2435.781,-2307.302,-2769.742,-3536.515,1549.828,-3050.44,-2587.509,-499.8093,-775.4806,4922.492,-313.6516,1377.435,4077.635,6350.163,-2300.365,-1918.592,14.51473,863.6144,1449.721,-1939.847,-36.06318,423.676,-369.165,1731.235,-4897.85,-1702.087,-2304.592,-334.8611,-1555.696,-864.5858,9427.397,-1874.697,-2458.758,-254.0496,-2597.021,212.8285,-100.9493,-442.7148,5740.499,723.1015,-200.8364,-2915.006,-1135.26
16.29348,-654.6871,-3064.719,995.5958,-3272.417,965.1814,-360.1848,152.2066,2116.994,-2216.749,-3416.435,253.7874,-2304.375,-1121.162,1603.222,950.3707,-258.8629,-1517.966,595.5347,2472.296,2090.17,-4736.958,-222.8474,1620.784,7578.151,-2089.064,-1362.578,-1080.137,1167.535,-2240.373,3058.827,-2508.651,-163.5693,-3861.173,2092.638,2803.087,78.7349,-4047.507,-315.5876,-1032.986,-1234.12,46.28707,-4451.648,-753.3475,-2000.933,-1324.07,-1270.21,1671.275,-1960.729,-3890.687,2185.649,750.4613,1861.282,-1267.871,-1968.987,-476.4355,-921.8751,4709.353,2250.551,-1464.088,-119.2013,-1089.322,267.4177,-186.8578,-2284.219,-4988.213,-756.9719,800.545,6596.363,-282.5372,27.20318,3223.523,4315.824,-1339.735,-2187.016,-619.3622,58.22599,3548.244,-2061.43,-805.0698,-135.8609,-975.2193,460.2627,-5187.392,-2841.676,-1913.52,-1792.011,-1482.436,-332.2347,8748.742,314.7337,-3547.658,-2263.015,-1441.435,279.7186,-762.1022,-394.9506,3426.139,1461.983,-2079.816,-3563.865,-939.0603
16.39344,-236.0547,-1781.11,2480.563,-618.5107,-784.2236,-1439.497,752.4437,2420.489,447.9681,-1591.978,-267.8987,-2210.502,-2875.312,1393.711,2508.83,-1491.698,-1488.467,-616.7694,3790.168,1075.191,-3991.717,2262.785,1194.105,8913.215,-2603.08,-1233.809,510.2639,6576.622,-2905.237,5953.479,-955.9729,-1838.434,-2368.927,3800.22,5002.584,-2875.706,-3123.052,-228.6287,-135.6764,-43.02974,-1687.069,-1765.999,-883.1327,-2867.244,-1387.05,1249.865,1176.333,-1629.711,-1268.336,903.4995,1913.582,254.7974,-4550.475,-1982.157,-867.5983,-1426.417,6158.207,4333.795,-590.6868,-1709.391,-1097.573,-537.4028,1014.536,-2954.227,-2625.554,-2033.478,-719.8645,8696.711,-2472.185,-734.62,790.3447,5619.886,250.2769,-550.7075,-578.9536,1750.995,11676.04,617.1385,784.3251,1708.919,59.2165,975.5083,-4385.817,-1923.918,-755.2968,-504.3247,450.3704,253.0847,8466.642,2123.129,-1762.084,-365.2954,-2352.05,932.6906,-590.1755,1081.685,2225.276,-275.3052,-2483.784,-2911.051,-2056.651
16.4934,996.5264,-2211.48,2426.566,-951.7028,354.3092,-2159.955,1859.074,-266.8932,-953.3988,-1343.417,1194.292,-4137.625,-1673.931,2406.401,497.6689,-2977.483,-2535.239,-1225.813,2521.03,3071.504,-386.281,257.6229,2613.383,6873.863,-268.8626,-1546.563,2264.731,9386.333,-413.3575,7267.19,-1739.541,-2123.536,-2676.437,2575.48,6927.244,-1747.201,-6077.336,88.45205,-973.8085,445.4902,-2239.682,-2645.485,-2533.316,-3415.011,-3403.527,603.0449,1331.425,-1250.643,-1437.483,3159.558,-1215.645,845.9367,-3054.892,-2771.608,459.0239,-1919.871,7073.245,12435.36,-2630.027,-1456.312,-1619.396,1398.525,-465.3373,-2013.182,-2641.095,-1690.405,45.18817,13556.26,-529.4304,-689.7599,3413.184,4274.333,-1149.178,-3215.136,1557.932,756.842,16438.13,-2304.047,-195.0361,-1109.057,-362.5102,1134.516,-4296.529,-369.9124,-2934.76,1211.663,-920.3536,-659.0661,9504.273,165.7892,-3437.321,-1511.446,-2970.018,473.3167,-27.07997,1695.904,2214.489,-922.0153,-2328.862,-3690.87,-2684.182
16.59336,928.3154,-4921.641,1312.204,-1726.107,278.9921,157.4838,1302.173,1024.967,1243.08,-2108.418,5008.556,-2619.37,-1482.534,1426.465,-96.6859,-648.5943,-3277.487,-2036.091,2834.971,1878.806,-3305.77,-1640.217,849.6714,8274.36,-592.0853,-380.7799,593.685,9471.771,-1229.81,8789.847,-1474.338,408.0523,-2751.872,1447.617,10448.93,-2723.104,-6635.436,1287.133,-2327.041,-771.0638,-1319.637,-2553.504,1007.036,-1719.011,-2577.208,-540.847,305.1024,-1330.201,-3175.094,3444.297,349.1479,-410.5037,-3811.321,-3480.198,-188.5652,-2480.851,5569.541,15430.45,-1955.54,-1183.85,-1774.232,407.2382,640.5963,-3244.147,-2705.51,615.0555,-900.1365,15571.56,821.0229,1732.918,758.7142,4270.424,-1285.658,-2065,-1165.996,1200.613,15489.73,-77.41415,532.1675,524.35,-10.59101,2814.188,-5582.285,210.9353,-1966.917,388.7056,-1867.439,-2170.237,8092.794,-1291.733,-2909.416,-2289.217,-2903.365,-558.681,-956.1834,274.2694,1888.192,24.20338,-211.9092,-2163.912,-2327.725
